HEADER_1;HEADER_2;HEADER_3;HEADER_4;HEADER_5;HEADER_6;HEADER_7;HEADER_8;HEADER_9;HEADER_10;HEADER_11;HEADER_12;HEADER_13;HEADER_14;HEADER_15;HEADER_16;HEADER_17;HEADER_18;HEADER_19;HEADER_20;HEADER_21;HEADER_22;HEADER_23;HEADER_24;HEADER_25;HEADER_26;HEADER_27;HEADER_28;HEADER_29;HEADER_30;HEADER_31;HEADER_32;HEADER_33;HEADER_34;HEADER_35;HEADER_36;HEADER_37;HEADER_38;HEADER_39;HEADER_40;HEADER_41;HEADER_42;HEADER_43;HEADER_44;HEADER_45;HEADER_46;HEADER_47;HEADER_48;HEADER_49;HEADER_50;HEADER_51;HEADER_52;HEADER_53;HEADER_54;HEADER_55;HEADER_56;HEADER_57;HEADER_58;HEADER_59;HEADER_60;HEADER_61;HEADER_62;HEADER_63;HEADER_64;HEADER_65;HEADER_66;HEADER_67;HEADER_68;HEADER_69;HEADER_70;HEADER_71;HEADER_72;HEADER_73;HEADER_74;HEADER_75;HEADER_76;HEADER_77;HEADER_78;HEADER_79;HEADER_80;HEADER_81;HEADER_82;HEADER_83;HEADER_84;HEADER_85;HEADER_86;HEADER_87;HEADER_88;HEADER_89;HEADER_90;HEADER_91;HEADER_92;HEADER_93;HEADER_94;HEADER_95;HEADER_96;HEADER_97;HEADER_98;HEADER_99;HEADER_100;HEADER_101;HEADER_102;HEADER_103;HEADER_104;
17496;2534;10669;11955;4480;30379;13537;11722;29281;30932;582;836;3387;22959;16825;15383;9594;20487;2992;6260;7645;2481;5243;506;26071;29538;9418;12841;22070;12996;31600;7449;16642;1736;31846;29804;14504;573;20755;22145;21079;21666;24010;32234;26539;5432;12437;1313;7049;17500;19761;4726;9802;30484;31321;76;11547;24808;29768;21893;10403;12275;10361;8763;7911;28473;24241;5297;13419;25403;29503;23177;22682;5321;1666;8759;4456;32280;17837;20661;10806;3604;12487;16248;18934;30199;502;5796;13455;29979;6652;6012;15235;5900;5634;27420;8655;6114;29333;18794;30483;25294;24558;3146;
11762;24306;11126;785;29116;32374;25225;6717;32586;17368;4730;11107;1322;12675;18904;2408;20221;22436;16112;7412;16412;29753;16275;9508;24962;22890;19994;28799;1766;3613;4006;8748;20263;23749;28589;22370;1005;17530;7346;16671;7310;79;16979;1565;26670;6368;9353;258;9003;13354;44;11990;31672;6048;21685;25019;18887;4219;31560;3032;32301;13905;12018;13975;3328;15337;27183;31248;22340;16974;15791;2245;22471;25122;1113;9103;5962;24373;6289;2520;11233;14934;28342;14859;18333;5481;14575;5705;6759;7610;30760;16734;2863;28817;7767;18419;3143;11783;9732;27140;3849;11799;17160;6293;
23232;3064;4245;31649;19142;31658;24694;5204;14313;7632;3992;20346;4371;17853;970;7222;26411;26065;14017;23287;28726;5638;29279;14504;17858;26822;8757;18983;25220;512;24134;31737;9024;9338;4877;10812;20201;10601;27330;29916;27146;5695;23514;9226;22884;17604;205;12522;6104;20840;7451;18060;904;17367;29585;20254;1594;9679;20936;24928;7421;31790;29936;8792;782;22096;11211;28486;1020;26519;23036;25562;14603;24395;16514;4261;13782;29349;12160;30158;26681;19750;1343;5638;12142;23341;7797;13757;28278;8905;7112;6806;7611;7884;8334;24345;8179;20513;28375;11945;24135;31071;1197;32181;
28597;14493;7834;4658;20403;29577;17259;28744;26645;18868;15668;32587;29232;304;9108;31470;29504;8541;23354;1203;22535;12288;11944;27046;29623;17557;25655;28747;26130;26087;30044;17109;11472;26077;19241;18840;25665;12183;9239;2497;31539;15289;1794;23621;24086;7943;26485;4375;23902;26419;24360;21150;21289;14834;8391;23910;19490;27221;2037;24598;14245;30807;27281;6050;25380;11955;3896;31681;17609;21240;27915;4002;22876;7134;6322;10970;6504;25051;673;20130;18841;15858;27289;23359;10857;2764;11378;14785;19195;31753;18969;19952;839;16344;22229;17540;22904;24261;10190;4500;22162;19923;28111;13137;
3672;26315;7243;3316;24173;15059;16798;28149;10425;29506;13462;6526;3342;13491;15154;25119;26124;14425;3753;11715;3394;3986;24750;30179;10901;17854;17907;6137;4838;21585;10732;2616;31215;7463;12245;18554;31598;24344;9462;3450;16262;22733;26662;11331;15970;3537;27278;7656;26395;25067;11695;6006;11740;32428;25255;15399;17732;14148;3759;16344;1803;24218;22761;3517;20457;17307;25945;18260;21171;18385;24880;12183;9928;17464;9297;22134;5547;12366;3086;6276;27633;16234;29490;18161;20830;26702;27461;3000;27723;2815;6923;24089;21578;10453;26190;6986;6157;25294;17117;5994;23172;12839;24277;15030;
19270;3886;31775;32511;32306;31314;9530;24924;26198;7036;7995;7196;30736;27554;15634;15614;13938;7321;30734;27557;12267;13098;29092;29766;11812;1897;17004;27300;7465;8002;14956;31038;28105;5973;30361;12486;30527;3588;28571;27606;7186;17609;26065;6879;13881;27597;20117;3170;3715;19383;9921;1378;25398;16834;20081;15897;16886;16915;21003;5866;14569;21577;17533;6551;8985;15957;3782;6836;5146;20876;22712;3931;9964;3578;28412;27426;13346;4090;19030;6730;13124;31748;7210;27705;19315;23749;1088;554;22347;10101;21444;5668;24590;23141;401;11816;21502;27095;13231;4015;31754;28435;537;1876;
29869;19895;22212;22733;11796;17231;3806;27423;14207;5413;16723;1298;23017;20571;20118;11747;17899;20534;7582;1594;22750;32445;10799;11611;15680;899;18522;1696;27224;21697;16711;29479;18205;24231;11570;21448;29781;13556;11956;26442;506;709;29508;22742;5089;11434;7421;4779;14750;22783;31138;10516;32162;21114;10975;29079;28582;30976;9169;6768;11853;13501;8137;22078;13316;8051;30285;28667;27437;22546;28768;23345;19838;13450;772;5227;4771;17885;4860;26090;12843;25208;9686;25754;15521;10947;9257;14661;20473;15351;4380;2565;11055;1328;23335;6143;9514;29379;10782;25934;2790;25553;20075;30526;
10450;7708;13722;2235;887;13338;2076;16649;859;4424;21572;17077;6181;8385;27286;9931;5889;16911;20289;14409;22598;65;25834;980;22615;16189;13483;4010;24519;21336;30556;20440;30400;14116;17425;10925;10149;21385;2019;8558;21750;3608;10996;29003;9844;4507;1709;16530;20870;1265;4426;11299;16604;9241;25241;18724;24402;28556;30206;28405;2583;26064;19899;23910;28174;31562;23406;4904;21620;17492;20955;26754;8900;1423;17388;16965;4567;7802;13558;28930;24656;580;32318;4218;1079;13023;11708;31574;8164;29270;16927;10009;15903;7776;26641;31826;6533;27189;7355;32534;29486;27296;22924;23469;
15500;10326;11574;11148;6294;11398;26106;1667;30758;15281;12582;13368;21920;12988;21468;4564;21461;14916;24852;32764;17447;17457;4324;27907;22509;1934;7424;20318;281;28312;18045;9304;17944;11028;26842;18183;3321;25830;15936;13182;8658;14048;14601;2628;31839;28120;5760;26629;2285;15869;3815;25992;30838;25195;18111;21473;23566;23292;25923;2280;3965;15457;29750;20457;14126;18034;27870;21149;21832;13507;5713;3673;14874;32120;6383;10630;21436;29274;27440;15697;8435;30762;31648;26531;19286;18485;15399;14676;11439;28712;29326;21660;17316;1062;29247;20426;23447;14104;9036;12344;27594;19780;31411;4478;
29127;7458;18401;19686;19199;4714;31604;13600;20913;26482;19269;14903;16653;2231;22438;2500;9370;22201;13800;32610;22229;14861;1057;31073;21275;15789;27179;26047;24264;9106;11248;6995;19873;10117;12517;21324;25967;25650;9429;22234;9453;3710;5600;13611;29156;31514;13251;5529;29333;8792;5210;31266;5719;5694;8547;1560;4481;7898;4996;7449;20618;28884;7824;28226;9839;12874;13062;16288;14933;16855;30938;3559;30832;29685;26488;21607;2595;14982;7943;4411;6505;27309;26346;22980;25459;5346;30093;4950;24211;9030;25950;9264;30552;12851;31513;12466;10491;22296;8521;14538;29945;18820;15628;10672;
32258;8832;16406;14291;18962;9762;7160;5395;28638;19295;31394;22320;13169;30241;24615;8834;22039;6041;6593;27883;7546;10455;7701;27915;22027;13208;17080;2482;21667;23903;27377;23963;15210;10439;5057;9047;1529;24855;24864;7559;8379;25623;4234;20302;3993;15906;29882;6406;26582;19581;24246;3378;8503;23015;6155;4532;616;26993;21082;8513;11419;9104;12307;16657;2674;6513;19073;32475;9759;21132;22791;2816;10954;22652;23977;17159;5426;13582;31437;16457;22424;5784;22083;16109;29913;3724;11652;28951;22234;7756;32567;4701;25640;1600;28154;20347;6368;2855;16478;22087;9933;9642;8755;8679;
24785;20535;2823;22337;30086;26380;28137;17843;15652;20114;5747;24580;7846;21485;22279;16795;20520;31697;27736;5103;30356;13207;14892;26687;26749;6288;17761;22915;6219;18841;3886;2722;27033;30447;13740;21733;30171;9285;32149;15020;1092;20756;10571;29280;14567;31539;16668;7592;16156;12199;12484;224;29477;7612;24115;20167;20241;24661;7569;23671;7905;29056;9856;20891;16362;31821;28321;10460;28538;225;3417;5276;27838;32454;3285;7143;29155;6533;19531;934;18556;27511;22403;22550;32036;31448;22423;10873;30308;1309;247;22284;29399;5255;8879;26424;12939;5113;15085;25612;20395;21767;13501;11499;
2651;15439;13080;9858;3044;2060;3357;22013;25873;25832;24478;15483;19417;17682;22494;1727;23613;11665;7065;25896;24692;28120;29253;8163;25670;30106;5016;15199;6070;15583;16202;16641;17635;29272;540;26;23856;25583;19481;23318;24995;21923;15388;29942;10891;14995;17554;21248;21094;1112;3457;18100;18433;31896;14282;13315;19425;23768;26027;1980;23778;6290;11399;29255;22558;3464;21482;14997;20496;3671;1480;15703;24314;31567;21509;27758;30851;23938;14138;25251;32421;14363;27319;24473;7622;1010;18884;16383;13349;2397;4653;17930;18552;3144;12285;17955;21460;32392;30345;3037;25292;11372;27312;2857;
20957;6037;610;12749;10506;29704;32095;27922;23235;31618;15169;14269;27147;2828;12989;17473;15322;16078;28198;5939;6080;40;12594;9726;7116;14847;11265;19928;10156;10069;24411;14069;789;28701;5690;30714;17254;2125;6280;3508;13448;1332;31529;31498;18712;23822;12604;9520;21960;17622;17054;16414;7170;8283;19376;24385;26575;14486;10843;32368;17656;11323;31825;5921;3947;20110;21141;5597;25311;26744;15933;17393;11707;4058;6775;31079;27444;2337;14282;11060;18614;26395;19614;10675;14982;23817;20223;9042;17317;30453;7070;16268;29943;11333;3608;26135;26532;145;28283;1630;14015;9906;22535;29489;
15398;23067;32049;9915;5289;25197;27886;693;12142;30021;15661;24794;27795;27224;16037;1947;3862;30147;7634;22291;1522;23708;5434;16957;20619;22477;5365;26725;588;6434;876;25308;10639;9888;31585;6896;7613;25;11056;15387;30902;17149;14676;5755;16243;16499;21036;1410;32234;14760;17151;12015;23089;13927;17983;11773;25319;10731;25866;32474;7376;23025;4598;15962;5055;15377;24846;4589;29369;15693;280;19407;26455;10219;23066;8062;21612;7040;29980;31345;6120;19278;4398;21767;26620;30415;2477;4030;2943;20626;29123;12453;29073;18246;2349;5396;27774;25877;28225;27546;5093;14643;12591;2615;
4633;32694;11399;29899;24775;31656;18171;10191;14553;14170;615;31555;14747;7932;31758;12775;2844;10603;16934;2222;32728;842;8856;23152;31123;28756;22273;11231;5512;22256;12796;13244;25539;10758;12707;13131;11724;9490;6995;13060;4229;3703;1200;30603;27989;29717;28137;17122;30342;5661;20798;13790;23276;29732;19391;26071;21704;12407;17238;31396;8171;15791;11783;26822;6943;2693;24183;7140;6338;8167;31147;9592;8884;25931;31251;17351;13684;32579;25543;21782;13957;31825;3600;2843;10775;17405;9770;29362;27619;31782;20296;9169;28503;22678;985;11710;19187;2265;7178;4991;4851;14414;7564;27795;
18222;21630;14487;32223;22590;3501;5679;24299;2017;17839;23462;32590;10399;24829;1890;8295;173;11784;2784;5966;21522;22221;17913;27402;23048;4266;18276;8965;8613;32368;30333;22973;10682;30905;2628;26555;12284;12412;29097;15049;31585;24542;4359;11616;9677;32075;30958;29280;10478;9414;31269;26883;12900;11133;15087;27924;806;4513;12686;30556;24097;18036;10246;8798;18978;29348;11555;26436;10997;15575;5821;10008;30159;15495;31035;21559;1257;3856;14422;20483;20078;17159;5408;20697;663;3534;23876;25667;21780;32613;8079;24942;30127;10371;2479;24542;31788;26342;21307;1632;19315;19431;23028;17984;
12273;20817;21323;22205;15675;20595;14115;1210;12020;28532;18391;10934;20722;30951;23423;25854;12956;20895;19055;22049;10646;197;9985;4005;26529;32295;8853;29432;10172;15059;17365;7849;13967;6117;21054;15320;23050;16285;6876;16364;23626;5301;29268;30340;15804;11249;6184;26543;21124;1015;24375;28255;20256;28513;16259;4891;2120;25873;13623;32501;27161;10948;4329;6844;27251;3562;7452;11890;31392;7862;15625;5376;15414;8561;26783;22569;32062;10771;10696;18621;16277;5652;32494;26383;20371;22656;18110;12200;11755;19530;6443;8253;20690;226;12726;2271;100;13577;20205;32114;21059;29669;11058;31584;
2177;2128;29374;6031;22464;14966;23270;18576;22679;2975;16028;8473;10296;25673;25656;3765;31824;26746;20601;28858;11823;26196;19142;7035;297;4842;30394;7104;10300;2386;9952;20083;20211;16380;19643;8348;10633;26689;10762;2960;20562;27711;10057;8548;27223;32485;29563;15784;27456;29258;20775;11858;26744;18499;13473;26873;18827;12596;6026;8260;22483;27942;9626;19873;29011;17178;9885;826;25315;669;18876;6693;11662;17309;13822;4314;15160;22651;1039;11755;18051;9825;1343;15087;31220;22486;31693;27583;2642;7568;10342;17894;20559;29065;20713;7250;9579;4181;9325;29520;2068;7346;8325;24759;
19218;8545;23491;15458;21538;25908;22906;13540;11745;17769;19144;7288;28908;2614;24788;567;18502;27045;5205;27534;5370;11426;1620;16878;29953;10834;24114;18629;12645;3495;18668;12206;22439;6450;32158;5348;607;23864;27462;3069;5410;5127;29643;31957;28584;6282;22590;28360;23598;11036;14943;5156;15642;30874;22371;10717;15838;6076;24564;32643;2846;28837;4474;15218;22037;17080;29849;12105;10037;15534;25850;20637;17421;23269;17999;10734;11376;32763;2705;22489;29396;31644;28044;26256;29688;29592;2462;9096;12746;25401;10684;14193;21895;9427;31925;7275;7460;14748;3515;17527;14317;17342;9759;1067;
22124;26283;31836;5547;29068;433;21591;18388;3326;30926;29925;11706;30940;32709;5774;25173;22156;7025;12177;13431;25832;19802;16679;20225;22427;7558;2572;12631;15822;30354;16956;3089;15365;2049;17402;22004;7491;8915;17943;11552;32629;17497;2929;22666;7949;17225;11194;32173;1518;21262;22907;24189;8584;20833;18776;13213;1092;4637;7829;30417;22050;7503;217;12726;14496;5005;16178;9393;8671;11402;9306;23077;29441;999;24633;31209;19925;10315;10922;28921;28086;8373;898;16747;1968;23569;13263;3749;30181;16138;29789;14798;12847;17440;23935;8834;25607;25082;1035;24522;1446;11261;26535;1355;
25705;24861;5699;18621;122;23795;10471;7071;4013;7952;32175;3369;10152;23698;21268;2179;21319;20469;10348;17204;5951;15147;1972;28637;10753;20462;7310;2343;25313;29269;15494;18682;9335;2469;17561;8176;17989;21354;28664;16649;16795;27847;3081;5536;9656;1547;11695;11677;5938;29828;19403;32749;24216;5784;25347;3887;19029;15889;1730;18096;26583;5305;895;9114;22513;12071;30275;32360;17022;16856;32101;2205;11592;11394;26264;21174;14888;20388;32297;28253;4206;24674;25473;223;30082;11920;1777;23008;22732;4365;13487;25166;22226;27730;20763;30611;30624;1866;10823;1807;11373;8805;695;32197;
20603;1256;14693;24660;12607;29831;13064;7978;25026;19253;26774;31476;23879;7995;16136;3416;15662;12679;3165;18919;1560;5703;28129;2893;20556;19383;21423;203;20314;13111;25973;4072;31998;8353;9335;32355;27462;29657;28375;30827;503;28838;18451;18194;11054;18624;2767;19200;13123;3114;26581;3940;24562;29633;22106;2353;701;14870;22915;22150;2700;30329;16167;4717;22679;11862;15319;4297;23685;4293;2075;5770;15317;4188;25343;25123;2174;20295;7630;6206;19154;4507;5406;26798;25256;10728;15116;32677;954;5134;5833;5927;20812;12881;23894;15550;23823;24751;1931;8048;3396;21104;2398;31214;
11812;28160;3682;27918;12928;6906;24462;24187;26533;13957;22080;12203;8322;8675;129;24850;7181;8007;23179;30102;10978;28903;16777;10818;22573;28243;925;22078;6603;1029;12583;1791;19372;20793;4933;11451;31356;22527;27542;27424;16770;29582;24900;25157;16328;2267;16193;993;26748;9578;26576;18619;12950;100;8520;23137;27579;4587;8212;1309;12897;13482;29183;1573;23349;1456;11951;2578;17849;30334;4462;28563;25650;17758;24625;8803;31425;20471;17362;8824;22992;29727;30113;2942;6063;29424;26139;12419;3455;2590;16633;8180;6992;14215;29293;9160;30598;23308;4520;4603;3457;10912;21663;318;
12157;11422;28943;13805;8118;11360;3774;23361;13520;23821;12037;23751;7543;7858;11659;29712;1859;6549;15955;16042;11486;9158;3321;28752;3944;9462;24888;30046;24346;27788;27824;6536;22314;11766;9702;1738;4335;5949;21645;12450;4678;13789;13060;32638;6964;7635;18719;20592;30413;1783;25642;7465;21332;21644;20523;24613;26019;15126;13928;2339;23501;30827;17705;5592;25347;21005;1215;8932;17588;19895;32197;2309;24312;22582;5286;23179;31791;20090;15968;21772;19941;7405;29319;7000;3834;26884;32396;19375;4351;30995;7743;17970;14562;20069;32147;14232;11982;9612;1953;15394;17741;20726;9968;11985;
23472;8641;23284;30934;16304;21200;18132;30026;21077;10783;7537;15647;29719;17491;3747;28503;31812;16022;6597;18803;16289;12961;26997;9263;27220;14618;7317;10348;12545;26145;8341;20590;7476;29734;245;2375;30975;4349;20485;2195;7652;308;3312;10854;10996;3492;11000;27523;26169;28486;7683;21455;19794;11592;4183;25861;6493;8544;9634;25002;14874;5729;28477;68;3148;13580;30129;24263;20323;13096;31611;19024;7769;30933;23820;12053;28634;12317;12820;17564;24999;29388;5120;18988;21308;2689;11713;26498;5041;30470;30928;1476;9950;11997;19311;13499;26050;19995;7217;28732;32294;10106;7868;23015;
5501;27561;7630;15125;4879;23270;13950;25355;21846;13519;22725;13684;22184;23157;12604;32014;1303;22195;24615;22179;20886;16574;8627;18491;14941;11516;19324;22672;21646;8218;17234;15042;6424;14425;21309;25164;30939;296;32446;4919;31758;9464;15704;17037;28894;29004;15951;23313;27992;24847;6576;14893;10377;8491;4753;31020;28388;17239;20122;22185;13796;4912;9925;21575;4850;16780;30049;23715;6536;23051;1373;1415;25751;14063;1731;16993;20262;26413;11395;6899;8252;15043;22386;14923;11777;26957;29330;27126;15392;1747;25748;19825;6511;15078;15003;29152;16594;28139;28739;1538;349;24758;30946;20069;
29112;25179;28174;10710;13000;6208;1887;14876;17803;3191;16245;1254;30788;30283;19005;8449;11993;28953;16497;17358;2681;5474;9310;17140;13441;10269;9194;24146;20641;21586;15317;26168;23099;8932;8255;4566;28939;9391;3691;6644;22797;722;27586;27620;12699;26958;22043;2229;10198;32721;2361;25770;10312;25804;15765;23274;21448;24267;25694;2425;15261;14342;25791;10599;10470;30771;15968;14152;29497;28831;13615;32740;10890;20093;27232;25903;6222;10110;1714;28539;23521;13474;23029;32492;9765;12109;5065;12588;22637;1181;31144;20321;2713;21243;15911;22620;15490;26096;23928;31507;13976;9274;9012;5458;
24009;9248;15703;2733;32421;23042;141;1977;21440;5428;16812;1404;19288;16141;26753;8481;20536;4154;8143;7152;6620;12376;18069;6014;18390;29635;1680;25121;19569;11176;13313;26535;27283;15458;23216;6728;19176;28163;7217;26584;27708;11056;17254;3906;29481;8755;12613;27185;7411;31819;1755;32528;22960;8006;12433;28469;20908;11602;13999;5465;23051;14097;30494;26700;7344;21483;11378;30182;30558;5288;26152;2625;22045;1086;22059;22309;3296;10983;6045;12228;29796;18295;21205;11432;20059;13037;25252;19433;13514;8776;24285;24995;6320;15004;12308;27815;5096;11108;4261;9073;4688;17178;7929;19803;
5675;12805;25860;15376;7108;28499;30994;31042;24661;29799;7108;31904;4134;17012;30549;32258;8185;26187;25634;14311;21926;28273;22122;11810;17411;1909;22866;19664;15878;12928;15148;29581;1326;18990;20216;16616;14110;18844;26411;12820;16012;2499;28080;27360;19289;26884;15661;14824;5633;4355;8071;11533;29238;20153;5544;18980;29896;12485;19584;16363;12488;24579;25417;9025;20461;26208;26384;3222;2614;22509;10097;10656;16593;4658;18594;5967;16444;1476;14003;6148;28074;15898;24083;31230;25512;7068;19799;16916;16896;29693;9271;28330;13534;3275;29657;26334;30513;9284;29779;27138;21588;31852;13163;4943;
27886;7260;8352;17879;17175;15325;6767;5308;20924;3381;24783;31648;13124;22849;4350;31580;7027;8644;3711;28405;10383;15871;32100;11468;20418;9602;12745;18452;26816;23873;14497;1673;7337;15082;23989;24159;15409;29302;21225;4217;16638;8703;23745;13020;32338;20433;10277;16227;17641;3779;11617;31412;32293;15560;17520;18290;616;4033;20090;14773;11969;25749;6299;32439;32204;1156;23526;27856;10195;21688;32426;20388;3641;9245;31475;17563;30233;2931;3668;15249;22058;5026;5860;28623;15334;5709;16775;27962;3051;3241;28015;30155;8609;16528;26850;23359;4637;5073;27453;8464;5701;20939;28729;31395;
24629;16186;22637;31171;24546;23632;29460;334;15101;3336;21777;20526;31771;7095;8496;14475;15634;18915;9647;22335;20646;25433;29437;24459;12133;1914;20417;20232;11215;7382;11806;7648;12730;8956;1589;16189;5365;22159;14828;1538;13100;23453;26094;16826;27915;25133;17396;10189;15014;30999;578;23802;24345;793;13428;13057;32619;550;16762;28320;8377;11521;29410;10689;20880;779;2389;9714;666;21082;31333;8981;21117;25610;15238;3673;20736;17112;15961;7529;32112;20460;561;10723;1090;6647;24272;24843;32761;10878;27761;7105;16714;15734;11532;29360;25214;5904;23253;25289;10777;27606;5;5616;
185;3831;15326;9204;32320;23263;22761;24517;21045;2059;6275;1249;2920;26140;22423;22800;725;11050;28845;5713;28107;19802;32548;12564;23374;6835;26555;20137;8377;813;19031;32761;31144;18699;16640;5236;24340;2923;4140;6474;22976;24348;11328;22750;21460;27055;14420;28280;11720;13009;25142;16953;6788;8152;16306;341;1734;19867;4369;26236;4035;15495;3296;26265;19729;751;6387;5567;29124;31140;5289;22624;2264;5830;6256;13505;20687;27353;20108;22698;31386;29723;18709;10082;20413;15381;31039;25563;943;29553;11231;19241;13439;11;12074;13112;24253;12619;1471;447;18584;3761;19176;3952;
10308;29873;11292;19314;2463;29634;7113;13072;14099;9650;8529;29107;10686;27964;27218;15629;17616;21468;299;16792;24629;31202;19644;13119;26229;19654;15725;22106;2520;30651;19313;5344;21709;17030;10828;29656;6540;21137;21906;32017;1275;571;23282;28947;22734;17011;1396;21845;4339;14981;19967;12977;30765;6707;13598;6164;28671;21000;27139;13690;28619;9705;25293;8986;32571;19949;18950;10461;12256;6511;25968;6677;23065;18529;23041;6508;8503;3810;28972;22810;734;30483;17250;11100;30126;5415;27609;30497;23331;16826;10636;25862;18618;20068;4483;22660;27734;26765;13908;2408;4065;7811;26858;20868;
54;15049;30341;677;23359;27059;2050;22725;2394;23855;1629;23681;26114;25318;10356;18893;23467;8324;3597;20198;30445;27219;3099;14216;13541;26639;3645;22626;4313;31734;12680;20167;5402;8222;31878;26790;29487;11787;22654;18620;26415;17537;12278;6920;27247;16279;22135;28031;31069;30477;7568;258;28844;14047;15133;9869;17842;9754;25802;31921;7694;4079;17618;8516;2701;17158;11277;11095;26959;31509;9513;360;13093;2224;19767;24537;14398;11107;5482;9121;4099;20990;21020;11586;16447;13616;15122;28667;24451;87;16641;318;14025;31895;23633;15460;9815;29225;14624;20128;20966;13302;25738;16177;
